Age,sport_engagement,Gender,CGPA,academic_workload,Academic_pressure,Anxiety,average_sleep,Diet_Quality,Social_relationships,Financial_pressure,Extracurricular_Involvement,Residence_Type,current_academic_year
28,5,Male,3.67,2,5,5,7-8hrs,3,5,3,1,With Family,5
24,2,Male,3.19,2,2,3,1-3hrs,3,1,2,5,With Family,2
21,4,Male,3.03,4,4,3,4-6hrs,3,1,5,3,On-Campus,4
21,2,Male,3.43,4,2,1,4-6hrs,3,3,4,1,With Family,2
27,1,Male,3.74,4,3,1,1-3hrs,3,1,0,1,On-Campus,2
19,1,Female,3.35,1,3,5,7-8hrs,3,5,2,3,Off-Campus,2
23,1,Male,3.14,5,1,3,7-8hrs,3,3,1,3,On-Campus,1
18,1,Male,3.17,5,1,4,7-8hrs,3,3,1,1,Off-Campus,1
23,2,Female,3.32,3,2,1,7-8hrs,3,3,0,3,Off-Campus,2
23,1,Male,3.72,4,3,4,4-6hrs,1,5,5,5,On-Campus,2
24,4,Male,3.68,4,4,3,4-6hrs,3,3,1,3,Off-Campus,4
22,4,Male,3.24,2,4,2,4-6hrs,3,3,2,5,On-Campus,4
19,2,Female,3.76,4,2,4,7-8hrs,5,3,4,1,With Family,2
21,2,Male,3.74,2,2,3,7-8hrs,3,3,3,1,Off-Campus,2
22,2,Male,3.51,4,2,1,7-8hrs,3,3,5,3,Off-Campus,2
26,2,Male,3.75,5,2,2,7-8hrs,3,5,0,1,Off-Campus,2
23,1,Female,4,3,3,2,7-8hrs,3,1,2,3,Off-Campus,3
23,1,Female,3.34,4,3,1,7-8hrs,3,3,0,1,Off-Campus,3
22,4,Male,3.34,5,4,5,4-6hrs,5,1,5,5,Off-Campus,4
27,1,Female,3.57,4,1,3,7-8hrs,3,3,3,3,On-Campus,1
19,5,Male,3.46,4,5,3,4-6hrs,5,3,3,1,Off-Campus,5
23,2,Male,3.42,5,2,4,4-6hrs,3,5,2,3,Off-Campus,2
19,2,Male,3.61,4,2,3,7-8hrs,3,3,1,3,Off-Campus,2
21,5,Male,3.07,4,5,3,7-8hrs,3,3,4,1,On-Campus,5
29,4,Female,3.64,1,4,3,7-8hrs,1,5,0,3,Off-Campus,4
18,2,Male,3.43,5,2,5,1-3hrs,3,3,0,3,Off-Campus,2
29,1,Female,3.78,3,3,5,4-6hrs,3,5,5,3,Off-Campus,3
25,1,Female,3.51,5,3,3,7-8hrs,3,5,4,1,On-Campus,2
18,4,Male,3.8,1,4,1,1-3hrs,5,5,4,3,With Family,4
19,1,Male,2.7,4,1,3,4-6hrs,3,3,2,5,Off-Campus,1
22,2,Female,3.6,2,2,2,4-6hrs,3,3,3,3,Off-Campus,2
26,2,Male,3.45,4,2,1,7-8hrs,3,1,5,3,On-Campus,2
18,5,Male,3.06,2,5,5,7-8hrs,3,1,2,5,With Family,5
18,5,Female,3.37,3,5,3,4-6hrs,3,5,2,1,On-Campus,5
31,5,Female,3.34,2,5,2,1-3hrs,3,5,3,3,On-Campus,5
21,1,Male,3.58,3,1,4,4-6hrs,5,1,4,3,Off-Campus,1
19,1,Female,3.57,1,3,1,7-8hrs,1,3,4,3,Off-Campus,2
23,1,Female,3.56,1,1,2,7-8hrs,1,1,1,3,On-Campus,1
29,1,Male,3.89,1,1,3,4-6hrs,1,1,1,3,With Family,1
22,1,Female,3.32,4,3,1,7-8hrs,1,3,5,5,Off-Campus,3
23,5,Female,3.39,5,5,2,7-8hrs,1,1,3,3,On-Campus,5
18,2,Female,3.4,4,2,2,4-6hrs,5,1,2,3,On-Campus,2
25,5,Male,3.65,1,5,1,4-6hrs,3,3,0,1,Off-Campus,5
22,2,Male,3.56,1,2,1,7-8hrs,3,1,2,5,On-Campus,2
22,1,Male,3.67,1,3,1,4-6hrs,5,3,3,3,With Family,2
18,1,Male,3.8,3,3,2,7-8hrs,3,3,4,1,Off-Campus,2
22,4,Female,3.03,1,4,1,4-6hrs,3,1,2,3,On-Campus,4
22,5,Male,3.39,1,5,4,7-8hrs,3,1,2,5,With Family,5
19,2,Female,3.83,5,2,5,7-8hrs,1,3,1,3,On-Campus,2
29,1,Male,3.12,5,1,1,7-8hrs,1,3,2,5,Off-Campus,1
20,5,Male,3.67,2,5,5,4-6hrs,3,5,1,5,Off-Campus,5
23,1,Male,3.79,4,3,3,4-6hrs,3,3,3,1,On-Campus,2
23,1,Male,3.89,2,3,1,1-3hrs,3,3,4,3,With Family,3
22,1,Male,3.19,1,1,4,4-6hrs,3,3,3,1,On-Campus,1
29,1,Male,3.12,2,3,3,7-8hrs,5,3,3,3,On-Campus,2
19,2,Female,3.72,4,2,2,7-8hrs,3,3,3,1,Off-Campus,2
19,4,Male,3.57,4,4,1,4-6hrs,3,5,1,3,Off-Campus,4
29,1,Female,3.28,4,3,5,4-6hrs,3,5,0,3,With Family,2
22,4,Female,4,2,4,3,7-8hrs,3,1,2,3,Off-Campus,4
29,1,Male,3.76,2,1,5,4-6hrs,3,1,5,3,On-Campus,1
22,2,Female,3.34,1,2,3,7-8hrs,3,5,0,5,With Family,2
29,1,Male,3.66,4,1,4,7-8hrs,3,1,3,5,Off-Campus,1
27,1,Male,3.38,1,3,5,7-8hrs,5,3,4,1,On-Campus,3
18,2,Female,3.34,4,2,3,1-3hrs,3,3,2,3,Off-Campus,2
24,4,Male,3.77,4,4,1,7-8hrs,5,3,4,1,On-Campus,4
28,4,Male,3.71,4,4,2,7-8hrs,3,5,1,3,Off-Campus,4
24,1,Female,3.16,4,3,2,1-3hrs,3,5,4,1,Off-Campus,2
30,1,Male,3.34,4,3,1,7-8hrs,3,3,5,3,On-Campus,2
20,5,Male,4,2,5,5,7-8hrs,5,3,5,3,On-Campus,5
19,1,Male,3.58,4,3,3,4-6hrs,5,1,2,1,Off-Campus,2
20,2,Male,3.58,1,2,3,7-8hrs,1,5,1,3,Off-Campus,2
21,2,Male,3.36,4,2,3,7-8hrs,3,3,5,3,With Family,2
25,5,Male,3.49,3,5,1,7-8hrs,3,3,1,3,With Family,5
22,1,Female,3.39,4,1,1,7-8hrs,3,5,4,3,Off-Campus,1
25,5,Female,3.3,2,5,2,7-8hrs,3,3,3,3,Off-Campus,5
31,1,Female,3.57,3,1,1,7-8hrs,3,1,2,3,On-Campus,1
24,1,Male,3.33,2,3,3,4-6hrs,3,5,0,3,With Family,3
24,4,Male,3.29,4,4,1,4-6hrs,3,5,0,3,With Family,4
20,1,Female,3.4,2,1,5,7-8hrs,3,3,1,5,With Family,1
21,5,Female,4,3,5,1,7-8hrs,3,5,1,5,Off-Campus,5
18,2,Female,3.25,5,2,5,7-8hrs,3,1,4,1,On-Campus,2
21,4,Female,2.88,3,4,1,4-6hrs,3,3,1,3,On-Campus,4
25,1,Female,3.22,4,1,1,7-8hrs,3,5,0,1,On-Campus,1
22,1,Male,3.97,3,3,2,7-8hrs,3,3,1,1,On-Campus,2
21,2,Male,3.31,3,2,3,7-8hrs,3,5,4,3,With Family,2
23,1,Male,3.48,3,3,1,7-8hrs,3,5,5,3,On-Campus,3
24,2,Female,3.51,4,2,2,4-6hrs,1,5,5,3,With Family,2
27,2,Female,3.22,5,2,1,7-8hrs,1,1,0,3,Off-Campus,2
28,1,Male,3.86,3,3,1,7-8hrs,3,5,5,3,On-Campus,3
25,4,Male,3.22,3,4,3,7-8hrs,5,1,3,3,Off-Campus,4
26,2,Male,3.69,1,2,1,4-6hrs,3,5,0,1,On-Campus,2
28,1,Female,3.56,3,3,2,7-8hrs,3,1,1,3,With Family,3
28,1,Male,3.66,1,1,5,4-6hrs,3,3,2,1,On-Campus,1
18,2,Female,3.49,4,2,3,4-6hrs,3,3,0,3,With Family,2
19,1,Female,3.5,1,1,5,7-8hrs,5,3,4,5,Off-Campus,1
23,5,Male,3.41,1,5,1,4-6hrs,3,1,5,1,Off-Campus,5
24,1,Male,2.96,1,1,1,4-6hrs,5,3,5,5,Off-Campus,1
25,4,Female,3.16,1,4,1,4-6hrs,1,5,2,3,With Family,4
20,1,Female,3.65,3,3,1,4-6hrs,1,3,3,3,With Family,3
19,2,Female,3.05,4,2,1,4-6hrs,3,5,5,3,With Family,2
26,1,Female,3.55,5,3,5,4-6hrs,1,1,4,3,Off-Campus,3
26,1,Male,3.58,1,3,2,7-8hrs,3,3,5,3,Off-Campus,3
21,1,Female,3.56,2,1,1,1-3hrs,1,5,0,3,On-Campus,1
26,4,Male,3.31,1,4,1,1-3hrs,3,1,4,3,Off-Campus,4
19,1,Male,3.45,2,1,1,7-8hrs,5,5,4,3,On-Campus,1
22,2,Male,3.79,5,2,4,7-8hrs,3,3,5,3,On-Campus,2
20,5,Female,3.07,3,5,2,7-8hrs,3,1,2,3,On-Campus,5
27,2,Female,4,3,2,3,4-6hrs,3,5,2,1,Off-Campus,2
23,4,Male,3.04,4,4,1,7-8hrs,3,5,4,3,Off-Campus,4
29,1,Female,3.5,5,3,3,7-8hrs,3,5,0,5,With Family,2
25,2,Male,3.51,2,2,3,7-8hrs,1,3,4,3,With Family,2
23,1,Male,3.48,5,3,1,7-8hrs,1,3,0,1,Off-Campus,2
22,1,Female,3.57,3,1,1,7-8hrs,5,1,3,5,On-Campus,1
24,1,Female,3.17,5,3,1,4-6hrs,3,1,4,1,On-Campus,2
27,1,Male,3.05,5,3,1,1-3hrs,1,3,4,1,Off-Campus,3
21,1,Female,3.44,2,1,4,7-8hrs,3,3,4,3,With Family,1
20,1,Male,3.48,2,3,1,7-8hrs,3,3,2,1,On-Campus,3
22,1,Female,3.73,4,1,2,7-8hrs,3,3,3,1,Off-Campus,1
23,1,Male,3.17,5,1,1,1-3hrs,5,3,4,5,Off-Campus,1
23,2,Female,3.53,1,2,1,7-8hrs,3,5,4,3,With Family,2
18,1,Female,3.58,4,3,1,4-6hrs,3,5,0,3,Off-Campus,2
19,1,Female,3.18,5,1,1,7-8hrs,1,3,2,1,Off-Campus,1
27,2,Male,3.86,3,2,3,4-6hrs,5,3,5,3,On-Campus,2
23,5,Female,3.54,4,5,5,7-8hrs,1,1,3,3,With Family,5
23,1,Male,3.1,3,3,1,7-8hrs,3,5,2,3,On-Campus,3
22,1,Female,3.67,4,3,2,4-6hrs,3,3,3,5,On-Campus,3
25,1,Male,3.55,4,3,5,4-6hrs,1,3,2,3,On-Campus,3
24,1,Female,3.66,3,3,1,1-3hrs,3,1,4,3,Off-Campus,2
26,5,Male,2.98,5,5,1,7-8hrs,5,1,5,3,On-Campus,5
22,1,Female,3.45,4,1,4,7-8hrs,3,1,3,3,Off-Campus,1
26,1,Male,3.65,3,3,1,7-8hrs,3,3,1,3,On-Campus,3
18,1,Male,3.2,2,3,2,4-6hrs,1,3,3,3,Off-Campus,3
21,1,Female,3.43,5,1,4,4-6hrs,1,5,3,3,With Family,1
23,2,Female,3.26,5,2,4,7-8hrs,3,3,2,1,Off-Campus,2
22,5,Female,3.11,3,5,1,7-8hrs,3,5,3,5,With Family,5
22,1,Female,3.22,3,3,1,7-8hrs,1,1,2,1,Off-Campus,3
18,1,Male,3.32,3,1,1,7-8hrs,1,1,0,1,With Family,1
21,4,Female,3.2,3,4,1,7-8hrs,3,3,3,5,With Family,4
25,5,Male,3.56,4,5,1,1-3hrs,3,5,5,1,On-Campus,5
20,1,Male,3.42,1,3,1,4-6hrs,3,5,3,3,Off-Campus,3
22,5,Female,3.4,2,5,1,1-3hrs,3,5,3,3,With Family,5
25,1,Male,3.25,2,1,5,7-8hrs,3,3,5,1,On-Campus,1
23,4,Female,3.25,2,4,2,1-3hrs,5,1,0,5,On-Campus,4
24,1,Female,3.46,3,3,1,4-6hrs,1,1,5,3,Off-Campus,3
24,4,Male,3.32,1,4,1,7-8hrs,1,5,5,5,Off-Campus,4
23,1,Male,3.31,3,3,2,7-8hrs,3,5,5,1,With Family,3
20,1,Male,3.47,3,3,4,4-6hrs,5,1,5,3,Off-Campus,2
19,2,Male,3.54,1,2,3,4-6hrs,5,5,2,3,On-Campus,2
26,5,Male,3.59,2,5,3,7-8hrs,3,3,4,3,With Family,5
28,2,Male,2.65,4,2,1,7-8hrs,3,5,1,3,On-Campus,2
20,2,Male,3.01,3,2,1,4-6hrs,3,3,2,3,Off-Campus,2
18,5,Male,4,3,5,2,4-6hrs,3,5,4,3,With Family,5
34,1,Male,2.99,2,3,1,4-6hrs,5,5,4,3,On-Campus,2
21,1,Male,3.77,5,3,3,4-6hrs,3,1,5,5,On-Campus,3
25,1,Male,3.41,4,3,5,7-8hrs,3,5,3,3,On-Campus,3
24,1,Male,3.47,2,1,1,7-8hrs,3,3,1,1,Off-Campus,1
19,1,Female,3.73,4,3,1,7-8hrs,5,1,4,3,Off-Campus,3
19,1,Female,3.67,1,3,1,4-6hrs,3,3,5,1,On-Campus,2
20,5,Female,3.41,4,5,1,7-8hrs,3,3,1,3,On-Campus,5
21,5,Male,3.11,4,5,2,4-6hrs,3,3,5,3,On-Campus,5
20,1,Female,3.51,3,1,4,1-3hrs,3,3,3,1,On-Campus,1
25,1,Male,3.32,4,3,5,7-8hrs,3,3,2,5,On-Campus,3
27,1,Female,3.77,2,3,3,7-8hrs,3,1,4,1,Off-Campus,3
18,5,Female,3.01,3,5,2,4-6hrs,3,5,3,3,On-Campus,5
23,2,Female,3.65,1,2,2,4-6hrs,1,1,5,1,With Family,2
21,1,Male,3.29,4,3,1,7-8hrs,1,1,1,1,On-Campus,3
18,4,Male,3.56,2,4,3,4-6hrs,3,5,3,1,On-Campus,4
24,1,Male,4,4,3,2,4-6hrs,3,3,5,3,With Family,3
23,1,Female,3.33,4,3,1,4-6hrs,3,1,2,5,Off-Campus,3
22,1,Female,4,4,3,4,1-3hrs,3,5,1,5,On-Campus,2
20,1,Male,3.23,4,3,3,7-8hrs,3,3,5,3,Off-Campus,2
19,1,Male,3.29,2,1,3,4-6hrs,3,1,0,1,Off-Campus,1
28,4,Male,4,2,4,5,4-6hrs,1,3,5,1,Off-Campus,4
33,1,Male,3.21,2,1,2,7-8hrs,1,5,0,5,On-Campus,1
22,1,Male,3.63,2,3,2,7-8hrs,3,5,4,3,Off-Campus,3
18,2,Male,3.32,3,2,3,4-6hrs,5,5,4,5,On-Campus,2
24,4,Male,3.45,1,4,2,7-8hrs,3,3,4,3,Off-Campus,4
23,1,Female,3.55,5,3,5,4-6hrs,3,5,0,3,With Family,3
22,1,Male,3.29,3,3,1,7-8hrs,3,3,2,3,On-Campus,3
20,2,Female,3.27,3,2,1,4-6hrs,3,3,2,1,Off-Campus,2
22,1,Male,3.77,5,3,2,7-8hrs,3,3,1,3,Off-Campus,2
20,1,Male,3.62,5,3,5,4-6hrs,3,3,2,3,On-Campus,2
31,1,Male,2.98,2,1,1,4-6hrs,3,3,0,3,On-Campus,1
31,1,Male,3.69,1,3,1,4-6hrs,3,3,5,3,Off-Campus,3
18,1,Female,3.58,4,3,1,7-8hrs,3,3,3,5,With Family,2
19,1,Female,3.66,2,1,5,7-8hrs,3,3,5,1,Off-Campus,1
30,1,Female,3.83,3,3,2,7-8hrs,5,5,1,5,Off-Campus,2
22,4,Male,3.43,1,4,5,7-8hrs,3,3,4,3,Off-Campus,4
22,5,Female,3.1,4,5,5,7-8hrs,3,3,5,3,Off-Campus,5
22,2,Female,3.64,5,2,1,4-6hrs,3,3,2,3,Off-Campus,2
30,1,Male,2.93,2,1,1,7-8hrs,3,5,4,5,With Family,1
24,1,Female,3.16,4,1,2,4-6hrs,5,3,4,3,Off-Campus,1
27,1,Male,3.33,3,3,3,4-6hrs,1,3,1,5,Off-Campus,3
21,1,Female,3.61,3,3,2,4-6hrs,1,3,2,3,Off-Campus,2
22,1,Male,3.34,4,3,3,7-8hrs,3,1,3,5,Off-Campus,3
22,1,Female,3.38,5,1,1,4-6hrs,3,3,5,1,On-Campus,1
18,4,Female,3.11,3,4,2,7-8hrs,5,3,5,3,On-Campus,4
25,2,Male,3.39,1,2,1,7-8hrs,3,3,0,5,With Family,2
23,5,Male,4,5,5,1,4-6hrs,3,3,4,1,Off-Campus,5
32,2,Female,3.92,1,2,5,4-6hrs,3,5,0,1,Off-Campus,2
22,2,Male,3.49,4,2,3,7-8hrs,3,3,1,3,Off-Campus,2
19,5,Female,3.54,2,5,4,7-8hrs,1,5,3,3,Off-Campus,5
21,4,Male,3.2,5,4,1,4-6hrs,5,3,5,5,With Family,4
24,1,Male,3.46,1,3,3,4-6hrs,3,3,0,5,Off-Campus,3
21,5,Female,3.36,4,5,3,7-8hrs,3,3,3,5,On-Campus,5
28,1,Male,3.7,4,3,4,1-3hrs,3,3,3,1,Off-Campus,2
21,1,Female,3.57,3,3,2,7-8hrs,5,3,2,5,With Family,3
24,1,Male,3.71,4,3,1,7-8hrs,3,1,5,1,On-Campus,3
20,1,Male,3.67,4,3,1,4-6hrs,3,3,0,3,On-Campus,2
24,1,Male,3.19,4,1,1,1-3hrs,3,1,5,5,With Family,1
21,2,Female,3.61,1,2,1,7-8hrs,3,3,0,1,With Family,2
25,1,Female,3.51,1,1,3,7-8hrs,3,5,2,1,Off-Campus,1
20,5,Female,3.48,3,5,2,4-6hrs,3,5,1,3,On-Campus,5
32,4,Female,3.52,2,4,4,7-8hrs,3,3,5,1,On-Campus,4
20,4,Female,3.39,1,4,2,1-3hrs,3,5,5,3,On-Campus,4
26,1,Female,3.47,1,3,3,7-8hrs,3,5,5,1,On-Campus,2
25,5,Male,3.01,3,5,2,4-6hrs,1,1,2,3,Off-Campus,5
23,4,Female,3.56,3,4,5,7-8hrs,5,3,3,1,On-Campus,4
32,4,Female,3.01,5,4,3,7-8hrs,1,3,2,1,Off-Campus,4
22,1,Female,3.78,3,3,1,7-8hrs,5,5,5,3,Off-Campus,2
35,1,Female,3.14,1,1,3,1-3hrs,3,5,1,5,With Family,1
22,1,Female,3.75,4,3,5,1-3hrs,3,3,3,1,Off-Campus,2
24,2,Male,3.31,4,2,1,7-8hrs,5,5,3,3,Off-Campus,2
25,5,Male,3.65,2,5,4,1-3hrs,5,5,0,1,Off-Campus,5
20,1,Male,3.52,1,3,3,7-8hrs,3,5,3,1,Off-Campus,3
33,1,Female,3.15,3,1,5,7-8hrs,3,5,2,5,Off-Campus,1
21,5,Female,3.54,1,5,4,4-6hrs,5,1,3,3,Off-Campus,5
20,2,Male,3.42,5,2,4,1-3hrs,3,3,5,3,Off-Campus,2
18,2,Male,3.41,1,2,3,7-8hrs,3,3,0,3,On-Campus,2
26,1,Female,3.72,1,3,1,4-6hrs,1,3,5,1,Off-Campus,2
18,4,Female,3.68,3,4,1,7-8hrs,5,1,4,3,Off-Campus,4
23,5,Female,3.62,4,5,4,7-8hrs,3,3,1,3,With Family,5
25,1,Male,3.3,3,3,5,4-6hrs,3,5,5,3,On-Campus,3
18,2,Female,3.67,4,2,3,4-6hrs,3,3,1,3,On-Campus,2
30,1,Female,4,2,3,5,4-6hrs,3,1,5,3,On-Campus,3
21,1,Male,3.37,3,1,2,4-6hrs,3,1,1,1,Off-Campus,1
29,2,Female,3.41,4,2,5,7-8hrs,5,3,3,5,On-Campus,2
22,5,Female,3.78,2,5,4,7-8hrs,5,3,2,1,On-Campus,5
26,1,Male,3.44,1,3,1,4-6hrs,5,5,0,3,On-Campus,3
24,2,Female,3.69,1,2,2,7-8hrs,5,3,4,1,On-Campus,2
20,4,Male,3.42,2,4,4,7-8hrs,3,3,5,5,Off-Campus,4
19,1,Male,3.81,2,3,4,4-6hrs,3,1,5,3,With Family,3
22,1,Male,4,3,3,4,4-6hrs,3,5,3,3,On-Campus,2
22,1,Female,3.96,4,1,5,7-8hrs,3,3,1,3,On-Campus,1
27,2,Female,3.67,3,2,3,4-6hrs,3,3,4,5,On-Campus,2
21,2,Female,3.63,2,2,2,4-6hrs,3,5,1,3,On-Campus,2
22,1,Male,3.87,4,1,5,7-8hrs,1,3,2,3,On-Campus,1
19,1,Male,3.6,3,1,3,4-6hrs,1,3,3,5,With Family,1
21,1,Male,2.94,3,1,1,4-6hrs,3,5,1,1,With Family,1
18,1,Male,3.55,4,3,1,4-6hrs,5,1,0,3,On-Campus,2
20,1,Male,2.91,2,1,1,7-8hrs,3,3,0,1,Off-Campus,1
21,4,Female,4,3,4,2,4-6hrs,3,3,0,3,On-Campus,4
19,1,Male,3.47,3,3,1,7-8hrs,1,3,4,1,On-Campus,2
27,1,Male,3.4,2,3,4,1-3hrs,3,1,1,5,With Family,2
25,5,Male,3.32,4,5,2,7-8hrs,3,5,5,1,On-Campus,5
25,1,Male,3.59,3,3,3,4-6hrs,5,3,1,3,Off-Campus,2
32,1,Male,3.9,1,1,1,7-8hrs,1,3,0,5,Off-Campus,1
20,1,Male,3.03,4,3,1,7-8hrs,1,1,2,3,On-Campus,3
19,4,Female,3.4,2,4,4,1-3hrs,3,5,4,1,Off-Campus,4
22,1,Male,3.06,4,1,1,4-6hrs,3,3,5,5,On-Campus,1
20,2,Female,3.2,3,2,3,4-6hrs,3,3,2,3,Off-Campus,2
25,1,Male,3.72,5,1,1,7-8hrs,5,3,2,1,Off-Campus,1
32,2,Male,3.42,1,2,1,7-8hrs,3,5,1,3,On-Campus,2
23,2,Male,3.48,5,2,1,1-3hrs,3,5,0,1,With Family,2
25,1,Male,3.61,5,1,3,7-8hrs,3,3,0,5,On-Campus,1
25,4,Female,3.39,4,4,1,4-6hrs,5,3,2,1,Off-Campus,4
20,5,Female,2.7,2,5,1,7-8hrs,3,3,4,5,Off-Campus,5
25,5,Female,3.81,4,5,1,7-8hrs,3,1,4,1,Off-Campus,5
22,5,Male,3.46,2,5,4,7-8hrs,3,3,3,1,Off-Campus,5
25,1,Female,3.59,5,3,1,7-8hrs,3,5,1,1,On-Campus,2
24,1,Male,3.16,4,3,2,4-6hrs,1,3,3,3,On-Campus,3
19,5,Female,3.53,2,5,1,7-8hrs,3,5,5,5,With Family,5
20,4,Male,3.54,1,4,1,4-6hrs,3,3,5,1,With Family,4
20,1,Female,3.66,2,1,2,4-6hrs,3,1,4,1,Off-Campus,1
23,1,Female,3.59,2,3,4,4-6hrs,3,3,5,3,With Family,3
21,1,Male,3.45,1,3,2,4-6hrs,1,3,2,3,Off-Campus,3
19,4,Female,3.63,4,4,3,4-6hrs,5,5,4,1,Off-Campus,4
24,5,Female,3.59,1,5,3,4-6hrs,1,3,4,3,With Family,5
26,1,Female,3.61,2,1,1,7-8hrs,1,1,0,3,On-Campus,1
20,1,Male,3.58,5,3,4,1-3hrs,3,5,5,1,On-Campus,2
19,1,Male,3.92,4,3,2,7-8hrs,3,5,0,5,On-Campus,3
20,2,Male,3.15,3,2,1,4-6hrs,3,3,4,5,On-Campus,2
24,2,Male,3.21,3,2,1,4-6hrs,1,5,1,3,Off-Campus,2
21,5,Female,3.37,4,5,1,7-8hrs,3,3,1,5,Off-Campus,5
25,1,Female,3.35,4,3,1,7-8hrs,5,5,0,5,Off-Campus,3
28,2,Male,3.02,5,2,2,7-8hrs,3,5,3,3,Off-Campus,2
22,5,Female,3.33,4,5,1,7-8hrs,5,1,0,5,On-Campus,5
28,2,Male,3.75,1,2,3,7-8hrs,5,3,0,1,On-Campus,2
21,1,Male,3.94,1,3,3,4-6hrs,3,5,1,1,On-Campus,3
26,1,Male,2.95,2,3,1,4-6hrs,1,3,5,3,Off-Campus,3
28,1,Male,3.25,1,1,1,7-8hrs,5,3,4,5,With Family,1
25,1,Male,3.56,5,3,3,7-8hrs,3,3,0,3,Off-Campus,3
21,4,Female,3.68,3,4,4,4-6hrs,5,3,5,1,Off-Campus,4
26,1,Male,3.52,5,3,1,7-8hrs,3,5,3,1,Off-Campus,2
20,2,Female,3.8,4,2,3,7-8hrs,1,5,0,3,Off-Campus,2
30,4,Male,2.91,3,4,2,4-6hrs,1,1,4,1,Off-Campus,4
23,1,Female,3.83,3,3,4,1-3hrs,5,3,1,1,Off-Campus,2
22,1,Male,3.93,4,3,3,4-6hrs,3,5,4,3,Off-Campus,2
18,2,Male,3.69,3,2,1,4-6hrs,3,3,1,3,On-Campus,2
19,2,Female,3.49,4,2,2,7-8hrs,3,3,3,1,On-Campus,2
18,1,Male,3.52,3,3,1,7-8hrs,3,3,1,5,On-Campus,3
19,5,Female,3.52,4,5,5,7-8hrs,1,3,4,3,Off-Campus,5
21,1,Male,3.01,4,1,1,4-6hrs,1,1,0,3,Off-Campus,1
30,1,Male,2.81,5,1,5,7-8hrs,3,5,1,3,Off-Campus,1
19,1,Female,3.45,2,3,1,4-6hrs,3,5,2,5,On-Campus,2
19,4,Female,3.34,4,4,2,7-8hrs,3,5,5,1,Off-Campus,4
28,2,Male,3.29,1,2,3,7-8hrs,3,5,3,3,Off-Campus,2
22,1,Female,3.13,1,3,5,4-6hrs,3,1,5,1,With Family,3
18,2,Female,3.32,5,2,2,4-6hrs,1,1,1,5,Off-Campus,2
27,2,Female,4,3,2,1,7-8hrs,5,5,1,5,On-Campus,2
19,1,Male,4,2,3,3,7-8hrs,3,3,0,1,With Family,2
30,1,Female,3.51,3,3,2,4-6hrs,3,5,1,1,With Family,2
26,1,Female,4,1,1,4,1-3hrs,3,5,0,5,Off-Campus,1
24,1,Female,3.62,1,1,2,7-8hrs,3,1,1,3,On-Campus,1
18,1,Male,3.79,5,3,3,7-8hrs,5,1,5,3,With Family,3
25,2,Male,3.45,1,2,4,1-3hrs,1,5,5,1,Off-Campus,2
22,5,Female,3.38,3,5,2,4-6hrs,3,3,0,3,Off-Campus,5
25,1,Female,3.23,4,3,1,1-3hrs,3,5,1,1,Off-Campus,3
21,1,Female,3.3,1,3,2,4-6hrs,3,3,2,1,Off-Campus,2
27,2,Female,3.95,4,2,1,7-8hrs,3,3,3,3,Off-Campus,2
21,1,Female,3.42,1,3,3,4-6hrs,3,3,1,5,On-Campus,2
21,4,Male,3.52,3,4,1,7-8hrs,1,3,2,3,With Family,4
21,1,Male,3.48,3,1,1,4-6hrs,3,3,2,3,On-Campus,1
23,1,Male,3.19,2,3,2,4-6hrs,3,5,4,5,With Family,3
29,5,Female,4,2,5,3,7-8hrs,1,3,2,5,Off-Campus,5
19,1,Female,3.69,4,3,5,4-6hrs,3,5,3,1,On-Campus,3
19,1,Male,3.69,1,3,2,7-8hrs,1,5,2,1,On-Campus,2
23,1,Male,3.61,1,3,5,4-6hrs,3,3,2,5,Off-Campus,2
25,1,Male,4,3,1,3,7-8hrs,1,5,5,1,On-Campus,1
27,1,Male,3.13,1,3,1,4-6hrs,3,3,0,3,With Family,2
23,1,Male,3.66,4,1,1,4-6hrs,1,3,3,5,With Family,1
18,4,Female,3.69,5,4,3,7-8hrs,1,3,1,3,Off-Campus,4
25,1,Male,3.54,2,3,1,7-8hrs,3,3,2,1,On-Campus,3
19,5,Female,3.21,5,5,5,7-8hrs,3,3,3,5,Off-Campus,5
33,5,Female,3.32,1,5,3,7-8hrs,3,3,2,3,Off-Campus,5
24,1,Male,3.61,5,3,3,7-8hrs,3,3,1,3,Off-Campus,3
27,1,Female,3.66,1,3,4,4-6hrs,3,3,3,3,With Family,3
25,1,Male,3.35,4,3,4,7-8hrs,3,1,0,5,On-Campus,3
23,1,Male,3.69,3,3,1,4-6hrs,3,5,3,3,On-Campus,2
28,1,Female,3.63,2,3,3,1-3hrs,3,3,4,3,With Family,3
18,1,Male,3.11,5,3,1,1-3hrs,3,1,5,3,Off-Campus,3
27,5,Male,3.16,1,5,2,4-6hrs,3,3,0,1,On-Campus,5
18,1,Female,3.24,5,1,3,7-8hrs,3,3,2,5,Off-Campus,1
22,1,Male,3.1,3,1,1,1-3hrs,3,5,0,1,Off-Campus,1
20,4,Male,3.3,3,4,2,4-6hrs,1,3,1,5,On-Campus,4
21,1,Female,3.83,1,1,1,7-8hrs,3,3,1,1,Off-Campus,1
34,1,Female,3.31,5,1,2,4-6hrs,3,3,3,1,On-Campus,1
19,1,Male,3.27,3,1,5,4-6hrs,3,3,0,5,With Family,1
